run_at_utc,query_label,query_text,query_purpose,database,id,title,year,published,authors,venue,url,citation_count,collision_level,collision_reasons,abstract
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,semantic_scholar,2107.10739,Relativity 4-ever?,2021,2021,O. Chashchina; Z. Silagadze,Physics,https://www.semanticscholar.org/paper/2a5635208fc0aae0b4963f30b03d51d9d0b7eed4,9,medium,hidden sector; speed of light; lorentz,"This essay is about superluminal motion. It is generally believed that special relativity prohibits movements faster than the speed of light. It is explained which motion is actually forbidden by special relativity and why. Tachyons are breafly discussed and it is explained that, due to internal instability, tachyon fields cannot be used to transmit information faster than the speed of light. However, as John Stuart Bell remarked, “what is proved by the impossibility proofs is lack of imagination”. Inspired by the Frenkel–Kontorova model of crystal dislocations, we demonstrate the way to overcome the light speed barrier by introducing elvisebrions. Elvisebrions are defined as objects that can exist in the case when some hidden sectors, very weakly interacting with the visible sector, are either not Lorentz invariant, or Lorentz invariant but with different limiting velocities. In this case, elvisebrions can move in a superluminal manner without violating our existing physical models."
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,semantic_scholar,e1516e32423e4ad7c11ec63647dfa57b1373c438,Aspects of the standard model and quantum gravity from strand spacetime.,2020,2020,C. Beil,,https://www.semanticscholar.org/paper/e1516e32423e4ad7c11ec63647dfa57b1373c438,1,none,,
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,semantic_scholar,1111.6579,The price of neutrino superluminality continues to rise,2011,2011,A. Hebecker; A. Knochel,,https://www.semanticscholar.org/paper/af2786cb817710c9545b1a0d8630d5c8c2e5a004,10,low,hidden sector; lorentz,"Abstract We revisit the model building challenges that one faces when trying to reconcile the OPERA claim of neutrino superluminality with other observational constraints. The severity of the supernova bound and of the kinematical constraints of Cohen–Glashow type lead us to focus on scenarios where all types of particles are superluminal inside matter. In contrast to the Dvali–Vikman proposal, this matter effect needs to be very short-ranged to avoid constraints from experiments on the Earthʼs surface in low-density environments. Due to this short range, the interaction underlying such a matter effect would have to be far stronger than permitted by fifth-force bounds. As a conceivable way out we suggest to make the matter effect “binary”, i.e., dense matter does not directly trigger superluminality, but merely induces the transition to a different phase of some weakly coupled hidden sector. This phase exhibits spontaneous Lorentz violation or at least a stronger than usual mediation of some residual Lorentz violation to all matter. The effect has not been observed before since we have never before been able to measure the velocity of high-energy particles in dense matter with sufficient precision."
2026-06-30T13:25:46+00:00,disformal_lorentz_hidden,"disformal ""Lorentz violation"" ""hidden sector""",disformal/aether boundary,semantic_scholar,1212.6939,Emergent gauge theories and supersymmetry: a QED primer,2012,2012,J. Chkareuli,,https://www.semanticscholar.org/paper/f67319d936e59aff7613ba6cadc3bcea7c5fe9fd,6,low,hidden sector; lorentz,"We argue that a generic trigger for photon and other gauge fields to emerge as massless Nambu-Goldstone modes could be spontaneously broken supersymmetry rather than physically manifested Lorentz violation. We consider supersymmetric QED model extended by an arbitrary polynomial potential of vector superfield that induces the spontaneous SUSY violation in the visible sector. As a consequence, massless photon appears as a companion of massless photino being Goldstone fermion state in tree approximation. Remarkably, the photon masslessness appearing at tree level is further protected against radiative corrections due to the simultaneously generated special gauge invariance in the broken SUSY phase. Meanwhile, photino being mixed with another goldstino appearing from a spontaneous SUSY violation in the hidden sector largely turns into light pseudo-goldstino whose physics seems to be of special interest. (C) 2013 Elsevier B.V. All rights reserved."
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,arxiv,1606.02684v1,Neutrino Oscillations With Two Sterile Neutrinos,2016,2016-05-19,Leonard S. Kisslinger,arXiv,https://arxiv.org/abs/1606.02684v1,,none,,"This work estimates the probability of $μ$ to $e$ neutrino oscillation with two sterile neutrinos using a 5x5 U-matrix, an extension of the previous estimate with one sterile neutrino and a 4x4 U-matrix. The sterile neutrino-active neutrino mass differences and the mixing angles of the two sterile neutrinos with the three active neutrinos are taken from recent publications, and the oscillation probability for one sterile neutrino is compared to the previous estimate."
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,arxiv,1606.08600v2,Limits on Lorentz invariance violation at the Planck energy scale from H.E.S.S. spectral analysis of the blazar Mrk 501,2016,2016-06-28,Matthias Lorentz; Pierre Brun,arXiv,https://arxiv.org/abs/1606.08600v2,,low,lorentz,"Some extensions to the Standard Model lead to the introduction of Lorentz symmetry breaking terms, expected to induce deviations from Lorentz symmetry around the Planck scale. A parameterization of effects due to Lorentz invariance violation (LIV) can be introduced by adding an effective term to the photon dispersion relation. This affects the kinematics of electron-positron pair creation by TeV $γ$ rays on the extragalactic background light (EBL) and translates into modifications of the standard EBL opacity for the TeV photon spectra of extragalactic sources. Exclusion limits are presented, obtained with the spectral analysis of H.E.S.S. observations taken on the blazar Mrk 501 during the exceptional 2014 flare. The energy spectrum, extending very significantly above 10 TeV, allows to place strong limits on LIV in the photon sector at the level of the Planck energy scale for linear perturbations in the photon dispersion relation, and provides the strongest constraints presently for the case of quadratic perturbations."
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,arxiv,0211001v1,Very Long Baseline Neutrino Oscillation Experiment for Precise Determination of Oscillation Parameters and Search for nu_mu -> nu_e Appearance and CP Violation,2002,2002-10-31, BNL Neutrino Working Group; M. Diwan,arXiv,https://arxiv.org/abs/0211001v1,,none,,"The possibility of making a low cost, very intense (1MW) high energy proton source at the Brookhaven Alternating Gradient Synchrotron (BNL-AGS) along with the forthcoming new large underground detectors (approaching 1 MT in mass) at the National Underground Science and Engineering Laboratory (NUSEL) in Homestake, South Dakota or at the Waste Isolation Pilot Plant (WIPP) in Carlsbad, New Mexico, allows us to propose a program of experiments that will address fundamental aspects of neutrino oscillations and CP-invariance violation. This program is unique because of the very long baseline of more than 2500 km from BNL to the underground laboratory in the West. We used the running scenario of a low energy, wide band neutrino beam with 1 MW AGS, 500 kT of fiducial mass water Cherenkov detector, and 5x10^7 seconds of running time. In this report we show that with these conditions we precisely measure dm^2_32 and sin^2(2theta_23) and have excellent sensitivity to sin^2(2theta_13) with a distinctive signal spectrum. If sin^2(2theta_13) > 0.01 the experiment is sensitive to the CP-violating phase in the mixing matrix with only neutrino running. By running in the anti-neutrino mode we distinguish between the cases dm^2_31 > 0 versus dm^2_31 < 0 using distinctive distortions to the electron or positron spectrum. Lastly, the very long baseline allows the measurement of dm^2_21 (in the LMA region) with approximately the same resolution as KAMLAND but in the nu_mu -> nu_e appearance channel."
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,arxiv,0412016v2,Report of the Solar and Atmospheric Neutrino Experiments Working Group of the APS Multidivisional Neutrino Study,2004,2004-12-06,Solar / Atmospheric Neutrino Experiments Working Group,arXiv,https://arxiv.org/abs/0412016v2,,none,,Both the first evidence and the first discoveries of neutrino flavor transformation have come from experiments which use neutrino beams provided by Nature. These discoveries were remarkable not only because they were unexpected--they were discoveries in the purest sense--but that they were made initially by experiments whose primary goals were aimed at other physics. Future solar and atmospheric neutrino experiments will also be sensitive to a broad range of physics and thus to new and unexpected phenomena. We discuss here the physics which can be done by new solar and atmospheric neutrino experiments and what we believe to be the highest priorities for the next generation of detectors.
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,arxiv,2307.12118v2,Light Sterile Neutrinos in the Early Universe: Effects of Altered Dispersion Relations and a coupling to Axion-Like Dark Matter,2023,2023-07-22,Dominik Hellmann; Heinrich Päs,arXiv,https://arxiv.org/abs/2307.12118v2,,none,,"We investigate the cosmological consequences of light sterile neutrinos with altered dispersion relations (ADRs) and couplings to an ultra-light, axion-like scalar field. In particular we study the impact on the number of additional, light, fermionic degrees of freedom and primordial nucleosynthesis. While the ADR leads to a new potential term in the Hamiltonian, the coupling to the scalar field results in a time dependent, effective mass contribution. We solve the quantum kinetic equations (QKEs) for the neutrino density matrix and find that in certain parameter regions both new physics effects can individually yield a suppressed population of sterile neutrino species and the correct observed amount of helium in nucleosynthesis. Combining both effects opens up new patches of parameter space excluded by experimental bounds applying to models featuring only one of the effects."
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,arxiv,0411123v2,The Neutrino Factory and Beta Beam Experiments and Development,2004,2004-11-12,C. Albright; V. Barger; J. Beacom; S. Brice; J. J. Gomez-Cadenas; M. Goodman,arXiv,https://arxiv.org/abs/0411123v2,,none,,"The long-term prospects for fully exploring three-flavor mixing in the neutrino sector depend upon an ongoing and increased investment in the appropriate accelerator R&D. Two new concepts have been proposed that would revolutionize neutrino experiments, namely the Neutrino Factory and the Beta Beam facility. These new facilities would dramatically improve our ability to test the three-flavor mixing framework, measure \textsl{CP} violation in the lepton sector, and perhaps determine the neutrino mass hierarchy, and, if necessary, probe extremely small values of the mixing angle $θ_{13}$. The stunning sensitivity that could be achieved with a Neutrino Factory is described, together with our present understanding of the corresponding sensitivity that might be achieved with a Beta Beam facility. In the Beta Beam case, additional study is required to better understand the optimum Beta Beam energy, and the achievable sensitivity. Neither a Neutrino Factory nor a Beta Beam facility could be built without significant R&D. An impressive Neutrino Factory R&D effort has been ongoing in the U.S. and elsewhere over the last few years and significant progress has been made towards optimizing the design, developing and testing the required accelerator components, and significantly reducing the cost. The recent progress is described here."
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,arxiv,1011.3046v2,Muon Capture Constraints on Sterile Neutrino Properties,2010,2010-11-12,David McKeen; Maxim Pospelov,arXiv,https://arxiv.org/abs/1011.3046v2,,none,,"We show that ordinary and radiative muon capture impose stringent constraints on sterile neutrino properties. In particular, we consider a sterile neutrino with a mass between 40 to $80 {\rm MeV}$ that has a large mixing with the muon neutrino and decays predominantly into a photon and light neutrinos due to a large transition magnetic moment. Such a model was suggested as a possible resolution to the puzzle presented by the results of the LSND, KARMEN, and MiniBooNE experiments. We find that the scenario with the radiative decay to massless neutrinos is ruled out by measurements of the radiative muon capture rates at TRIUMF in the relevant mass range by a factor of a few in the squared mixing angle. These constraints are complementary to those imposed by the process of electromagnetic upscattering and de-excitation of beam neutrinos inside the neutrino detectors induced by a large transition magnetic moment. The latter provide stringent constraints on the size of the transitional magnetic moment between muon, electron neutrinos and $N$. We also show that further extension of the model with another massive neutrino in the final state of the radiative decay may be used to bypass the constraints derived in this work."
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,arxiv,1911.02329v3,Sterile neutrinos with altered dispersion relations revisited,2019,2019-11-06,G. Barenboim; P. Martinez-Mirave; C. A. Ternes; M. Tortola,arXiv,https://arxiv.org/abs/1911.02329v3,,none,,"In this paper we investigate neutrino oscillations with altered dispersion relations in the presence of sterile neutrinos. Modified dispersion relations represent an agnostic way to parameterize new physics. Models of this type have been suggested to explain global neutrino oscillation data, including deviations from the standard three-neutrino paradigm as observed by a few experiments. We show that, unfortunately, in this type of models new tensions arise turning them incompatible with global data."
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,openalex,10.1140/epjc/s10052-020-08720-2,Sterile neutrinos with altered dispersion relations as an explanation for neutrino anomalies,2020,2020-12-01,Dominik Döring; Heinrich Päs; Philipp Sicking; T. Weiler,The European Physical Journal C,https://doi.org/10.1140/epjc/s10052-020-08720-2,12,none,,
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,openalex,10.1007/jhep03(2020)070,Sterile neutrinos with altered dispersion relations revisited,2020,2020-03-01,G. Barenboim; P. Martínez-Miravé; C.A. Ternes; M. Tórtola,Journal of High Energy Physics,https://doi.org/10.1007/jhep03(2020)070,9,none,,
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,openalex,10.48550/arxiv.0904.2167,Resonant active-sterile neutrino mixing in the presence of matter potentials and altered dispersion relations,2009,2009-04-14,Sebastian Hollenberg; Heinrich Päs,arXiv (Cornell University),https://doi.org/10.48550/arxiv.0904.2167,2,none,,
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,openalex,10.1103/physrevd.103.052002,Updated MiniBooNE neutrino oscillation results with increased data and new background studies,2021,2021-03-08,A. A. Aguilar-Arevalo; Bruce Brown; J. M. Conrad; R. Dharmapalan; A. Diaz; Z. Djurcic,Physical review. D/Physical review. D.,https://doi.org/10.1103/physrevd.103.052002,209,none,,
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,openalex,10.1146/annurev-nucl-101917-020949,The Short-Baseline Neutrino Program at Fermilab,2019,2019-10-19,Pedro A.N. Machado; Ornella Palamara; David W. Schmitz,Annual Review of Nuclear and Particle Science,https://doi.org/10.1146/annurev-nucl-101917-020949,156,none,,
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,openalex,10.1140/epjc/s10052-019-7122-8,Sterile neutrino shortcuts in asymmetrically warped extra dimensions,2019,2019-07-01,Dominik Döring; Heinrich Päs,The European Physical Journal C,https://doi.org/10.1140/epjc/s10052-019-7122-8,6,none,,
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,openalex,10.1103/physrevlett.123.261801,Testing New Physics Explanations of the MiniBooNE Anomaly at Neutrino Scattering Experiments,2019,2019-12-26,C. Argüelles; Matheus Hostert; Yu-Dai Tsai,Physical Review Letters,https://doi.org/10.1103/physrevlett.123.261801,83,none,,
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,openalex,10.48550/arxiv.2307.12118,Light Sterile Neutrinos in the Early Universe: Effects of Altered Dispersion Relations and a coupling to Axion-Like Dark Matter,2023,2023-07-22,Dominik Hellmann; Heinrich Päs,arXiv (Cornell University),https://doi.org/10.48550/arxiv.2307.12118,0,none,,
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,crossref,10.1103/physrevd.94.113010,Suppression of cosmological sterile neutrino production by altered dispersion relations,2016,2016,Elke Aeikens; Heinrich Päs; Sandip Pakvasa; Thomas J. Weiler,Physical Review D,https://doi.org/10.1103/physrevd.94.113010,,none,,
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,crossref,10.1142/9789813275027_0006,"Sterile Neutrinos, Non-Standard Neutrino Oscillations and Tests of Lorentz Invariance",2020,2020,Nuria Rius; Jordi Salvadó,Probing Particle Physics with Neutrino Telescopes,https://doi.org/10.1142/9789813275027_0006,,low,lorentz,
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,crossref,10.1140/epjc/s10052-020-08720-2,Sterile neutrinos with altered dispersion relations as an explanation for neutrino anomalies,2020,2020,Dominik Döring; Heinrich Päs; Philipp Sicking; Thomas J. Weiler,The European Physical Journal C,https://doi.org/10.1140/epjc/s10052-020-08720-2,,none,,"<jats:title>Abstract</jats:title><jats:p>Recently the MiniBooNE Collaboration has confirmed its anomalous excess in <jats:inline-formula><jats:alternatives><jats:tex-math>$$\overset{\scriptscriptstyle (-)}{\nu }_\mu \rightarrow \overset{\scriptscriptstyle (-)}{\nu }_e$$</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"">
                  <mml:mrow>
                    <mml:msub>
                      <mml:mover>
                        <mml:mi>ν</mml:mi>
                        <mml:mstyle>
                          <mml:mrow>
                            <mml:mo>(</mml:mo>
                            <mml:mo>-</mml:mo>
                            <mml:mo>)</mml:mo>
                          </mml:mrow>
                        </mml:mstyle>
                      </mml:mover>
                      <mml:mi>μ</mml:mi>
                    </mml:msub>
                    <mml:mo>→</mml:mo>
                    <mml:msub>
                      <mml:mover>
                        <mml:mi>ν</mml:mi>
                        <mml:mstyle>
                          <mml:mrow>
                            <mml:mo>(</mml:mo>
                            <mml:mo>-</mml:mo>
                            <mml:mo>)</mml:mo>
                          </mml:mrow>
                        </mml:mstyle>
                      </mml:mover>
                      <mml:mi>e</mml:mi>
                    </mml:msub>
                  </mml:mrow>
                </mml:math></jats:alternatives></jats:inline-formula> neutrino oscillation data. Combined with long-standing results from the LSND experiment this amounts to a <jats:inline-formula><jats:alternatives><jats:tex-math>$$6.1\,\sigma $$</jats:tex-math><mml:math xmlns:mml=""http://www.w3.org/1998/Math/MathML"">
                  <mml:mrow>
                    <mml:mn>6.1</mml:mn>
                    <mml:mspace/>
                    <mml:mi>σ</mml:mi>
                  </mml:mrow>
                </mml:math></jats:alternatives></jats:inline-formula> evidence for new physics beyond the Standard Model. In this paper we develop a framework with 3 active and 3 sterile neutrinos with altered dispersion relations that provides a mechanism to explain these anomalies without being in conflict with the absence of anomalous neutrino disappearance in other neutrino oscillation experiments.</jats:p>"
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,crossref,10.1134/s0021364012100062,Spontaneously broken Lorentz invariance from the dynamics of a heavy sterile neutrino,2012,2012,F. R. Klinkhamer,JETP Letters,https://doi.org/10.1134/s0021364012100062,,low,lorentz,
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,crossref,10.2172/1993284,Sterile Neutrino Oscillation Searches using VALOR at SBN,2023,2023,Beth Slater,Sterile Neutrino Oscillation Searches using VALOR at SBN,https://doi.org/10.2172/1993284,,none,,
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,crossref,10.2172/2396946,Improving NOvA&amp;#x27;s Sterile Neutrino Search with the Booster Neutrino Beam,2024,2024,Adam Lister,Improving NOvA&amp;#x27;s Sterile Neutrino Search with the Booster Neutrino Beam,https://doi.org/10.2172/2396946,,none,,
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,crossref,10.1142/9789811275388_0013,Lorentz Violation in Neutrino Oscillations Using IceCube Atmospheric Neutrino Interferometry,2023,2023,B. Skrzypek; C.A. Argüelles,CPT and Lorentz Symmetry,https://doi.org/10.1142/9789811275388_0013,,low,lorentz,
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,crossref,10.22215/etd/2009-06619,Extraction of active and sterile neutrino mixing parameters with the Sudbury Neutrino Observatory,None,None,Gordana Tešić,,https://doi.org/10.22215/etd/2009-06619,,none,,
2026-06-30T13:25:46+00:00,neutrino_altered_dispersion,"""altered dispersion"" sterile neutrino Lorentz",neutrino/ADR boundary for portal escape routes,semantic_scholar,ERROR,Semantic Scholar query failed: HTTP Error 429: ,,,,,,,none,,
